message,food,recharge,support,reminders,travel,nearby,movies,casual,other
Nepal hotel bookings,F,F,F,F,T,F,F,F,F
Recommend me a non oyo property,F,F,F,F,T,F,F,F,F
Stop reminders,F,F,F,T,F,F,F,F,F
Show me some speakers,F,F,F,F,F,F,F,F,T
Are there any Pune Kolkata flights today ?,F,F,F,F,T,F,F,F,F
I am looking for trains from vizag to nagpur,F,F,F,F,T,F,F,F,F
"Hey, what are some deals on food delivery?{task}",T,F,F,F,F,F,F,F,F
I dont t any reminders or notifications from anyone of you guys,F,F,F,T,F,F,F,F,F
Give me distance between pondicherry and chennai,F,F,F,F,T,F,F,F,F
Reminder me to take pics,F,F,F,T,F,F,F,F,F
I would like if i get an reminder for my mds entrance preparation!,F,F,F,T,F,F,F,F,F
U like beer?,T,F,F,F,F,F,F,F,F
Looking for celio jackets,F,F,F,F,F,F,F,F,T
I want  travel Sirohi to Udaipur .. please check bus time schedule,F,F,F,F,T,F,F,F,F
"Hey i want to know about pune to bikaner trains, can u help me out",F,F,F,F,T,F,F,F,F
Can i have the menu of singh saab di rasoi?,T,F,F,F,F,F,F,F,F
Bombay central arrival,F,F,F,F,T,F,F,F,F
Wake me up after 30 mins,F,F,F,T,F,F,F,F,F
Show leeco mobiles under 12k,F,F,F,F,F,F,F,F,T
On 3ac,F,F,F,F,T,F,F,F,F
I like lave x814g on emi,F,F,F,F,F,F,F,F,T
I have to book a cab,F,F,F,F,T,F,F,F,F
Ags theatre running cinemas??,F,F,F,F,F,F,T,F,F
"I want to travel from Rajarajeswari Medical College And hospital, mysore road, Bangalore to medibase coaching institute, banashankari, Bangalore. Can u suggest the shortest bus route",F,F,F,F,F,T,F,F,F
Hi can you book ticket from kota to jaipur,F,F,F,F,T,F,F,F,F
I want an information about the train thungabadhra express travelling between kurnool city and Secunderabad stations,F,F,F,F,T,F,F,F,F
Remind me for study at 5 30,F,F,F,T,F,F,F,F,F
Best data plan for bsnl ?,F,T,F,F,F,F,F,F,F
Want Ola or Uber,F,F,F,F,T,F,F,F,F
Ny offer for domino's,T,F,F,F,F,F,F,F,F
Book 9 tickets plz,F,F,F,F,F,F,T,F,F
Just give me a text reminder,F,F,F,T,F,F,F,F,F
Close the reminder,F,F,F,T,F,F,F,F,F
"3,4,5,6 date reminder cancel",F,F,F,T,F,F,F,F,F
Samarth. When you remind me to call someone be precise whom to call.,F,F,F,T,F,F,F,F,F
Can you tell me about flight tickets from delhi to Patna,F,F,F,F,T,F,F,F,F
Please tell me distance between hotel royal park Mumbai to us consulate Mumbai,F,F,F,F,T,F,F,F,F
Show xxxl size gowns,F,F,F,F,F,F,F,F,T
plese send me again 17.10.2016 flight fare,F,F,F,F,T,F,F,F,F
Tell me local train to new delhi to tughkabadh,F,F,F,F,T,F,F,F,F
Europe trip,F,F,F,F,T,F,F,F,F
want to eat pizza,T,F,F,F,F,F,F,F,F
Remind me to call my mom everyday at night 8:30,F,F,F,T,F,F,F,F,F
cancel my wake up call,F,F,F,T,F,F,F,F,F
mexican food restaurants,T,F,F,F,F,F,F,F,F
Near by beauty parlour,F,F,F,F,F,T,F,F,F
Hi pl. Stop 30 min reminder and keep 1 hr reminder on,F,F,F,T,F,F,F,F,F
please dnt call for reminding,F,F,F,T,F,F,F,F,F
Which has best net plan offer?,F,T,F,F,F,F,F,F,F
"Travel-Your ticket: Bagdogra-Delhi Dep:12:15 PM on 27 Sep Arr:14:25 PM on 27 Sep, IndiGo (6E-472), PNR: WGE9KX For: 1. Mr NAVEEN SONI 2. Miss NAVEENA SONI  Kindly report 2 Hrs before departure time.",F,F,F,F,T,F,F,F,F
Any cheap flight for Ahmedabad to Varanasi for the month of February,F,F,F,F,T,F,F,F,F
Hey i wanna go chennai by flight on 18 pf this month and will return on 25 of this month pls get me very cheap flight detail,F,F,F,F,T,F,F,F,F
Price of the iphone7 and 7 plus,F,F,F,F,F,F,F,F,T
refund,F,T,F,F,F,F,F,F,F
Punjab national bank atm is also their,F,F,F,F,F,T,F,F,F
Do you have the station timetable chart for the following train No.14707 Ranakpur exp.,F,F,F,F,T,F,F,F,F
Can you tell me the estimate for 6 person......we are planning a trip from Meerut to rishikesh,F,F,F,F,T,F,F,F,F
Nearby theatre??,F,F,F,F,F,F,T,F,F
I want to know train from kottayam to ernakulam south on 16 September between 4 pm and 5 pm,F,F,F,F,T,F,F,F,F
Please give me details of apple iphone 7,F,F,F,F,F,F,F,F,T
Apple Watch series 2,F,F,F,F,F,F,F,F,T
Don't wake me up this time,F,F,F,T,F,F,F,F,F
"Ok...... Can you tell me the best journey to travel from nit calicut to bhimavaram, andhra pradesh on rail and road",F,F,F,F,T,F,F,F,F
Train from akola to washim for today,F,F,F,F,T,F,F,F,F
Plez give me info how to go to lonavla by road from virar,F,F,F,F,T,F,F,F,F
Wake up call for me at 6.10 am today,F,F,F,T,F,F,F,F,F
Where can i buy dvds for Hollywood series,F,F,F,F,F,F,F,F,T
How many prize for gionee m3 back speaker,F,F,F,F,F,F,F,F,T
Ola cab?,F,F,F,F,T,F,F,F,F
Looking for a place to have beer kaloor,T,F,F,F,F,F,F,F,F
I need to order burger form McDonald's,T,F,F,F,F,F,F,F,F
Nearest hookah bar,F,F,F,F,F,T,F,F,F
Find a coupon for postpaid mobile bill payment,F,T,F,F,F,F,F,F,F
Suggest me all Vijaya Bank ATMs nearby,F,F,F,F,F,T,F,F,F
Ya want the movie tickets for saturday,F,F,F,F,F,F,T,F,F
I have a day's work in Bangalore on this 15th September.  I will be needing a taxi for the day from airport to airport. Could you suggest a taxi service with rates please.,F,F,F,F,T,F,F,F,F
Can you check flights from hyd to jaipur on 7 October and 8 october,F,F,F,F,T,F,F,F,F
Socks? Gimme a link,F,F,F,F,F,F,F,F,T
Waterproof iphone 6 cover available??,F,F,F,F,F,F,F,F,T
Dominos chhindwara number,T,F,F,F,F,F,F,F,F
Best food outings at Hyderabad,T,F,F,F,F,F,F,F,F
I have a shoot at 3 in the afternoon so please remind me that I have call the equipment rental guy at 1 to give him address n have to leave for the shoot by 1:45 max,F,F,F,T,F,F,F,F,F
Samsang j5 price please send....,F,F,F,F,F,F,F,F,T
HDFC bank,F,F,F,F,F,T,F,F,F
Book my tickets for msd,F,F,F,F,F,F,T,F,F
Are any Volvo,F,F,F,F,T,F,F,F,F
Can you please turn off all reminder,F,F,F,T,F,F,F,F,F
I wan to deliver one pond cake,T,F,F,F,F,F,F,F,F
Kindly stop the reminder,F,F,F,T,F,F,F,F,F
Please send the product image,F,F,F,F,F,F,F,F,T
Vistara departs from mumbai from which airport,F,F,F,F,T,F,F,F,F
Seafood restaurant in Trivandrum city,T,F,F,F,F,F,F,F,F
Book my train,F,F,F,F,T,F,F,F,F
"Hey, can you find me the nearest Photoshop?",F,F,F,F,F,T,F,F,F
Iphone 5 charging cable,F,F,F,F,F,F,F,F,T
Hi can you find any skin doctor nearby me?,F,F,F,F,F,T,F,F,F
Any free window seat,F,F,F,F,T,F,F,F,F
I want to know train between delhi to shirdi,F,F,F,F,T,F,F,F,F
"Hi,  I'm looking for high ankle shoes!!",F,F,F,F,F,F,F,F,T
Please can you look for trains between hardoi to lucknow,F,F,F,F,T,F,F,F,F
Kindly update me the status of the pnr 6455612789,F,F,F,F,T,F,F,F,F
Check my PNR no of nadigaram express,F,F,F,F,T,F,F,F,F
GPS check at 9 am,F,F,F,T,F,F,F,F,F
Samsung j5(2016),F,F,F,F,F,F,F,F,T
Which theatre and which show,F,F,F,F,F,F,T,F,F
Taxi service,F,F,F,F,T,F,F,F,F
Show timings for pink at pvr sion or Shivaji park,F,F,F,F,F,F,T,F,F
plz tell about  akshy kumar movies 2016,F,F,F,F,F,F,T,F,F
Offer for bill payment,F,T,F,F,F,F,F,F,F
Good restaurants in mira road,T,F,F,F,F,F,F,F,F
"Recd call from Mahesh, person will be coming around 0700pm today to collect the laptop",F,F,T,F,F,F,F,F,F
Hdfc bank branch,F,F,F,F,F,T,F,F,F
Nearest homeopathy pharmacy,F,F,F,F,F,T,F,F,F
I want to book hotel for 3 persons,F,F,F,F,T,F,F,F,F
Give me review about pink,F,F,F,F,F,F,T,F,F
Not red flowers color ful flowers,F,F,F,F,F,F,F,F,T
Nearest restaurant,T,F,F,F,F,F,F,F,F
Smoking joes offer for today,T,F,F,F,F,F,F,F,F
Can you find me the nearest post office,F,F,F,F,F,T,F,F,F
HSBC atm,F,F,F,F,F,T,F,F,F
I don't need socks at present,F,F,F,F,F,F,F,F,T
Passenger train time for sommanur to kulithalai,F,F,F,F,T,F,F,F,F
Hey I'm interested in buying a second hand Honda activa or dio dated from 2012 or after that..,F,F,F,F,F,F,F,F,T
Ohh sry arrival time,F,F,F,F,T,F,F,F,F
Shoes with good discount,F,F,F,F,F,F,F,F,T
Show me,F,F,F,T,F,F,F,F,F
What is the new price of the iPhone 7,F,F,F,F,F,F,F,F,T
PG Accommodation in Bangalore,F,F,F,F,T,F,F,F,F
Don't wake me up tomorrow at same time,F,F,F,T,F,F,F,F,F
Can u get butterscotch cake special from lakview ice cream parlour from MG Road,T,F,F,F,F,F,F,F,F
Want to order drinks if possible,T,F,F,F,F,F,F,F,F
I want to buy a woodland sandals,F,F,F,F,F,F,F,F,T
I want to pay bsnl postpaid bill of jandk,F,T,F,F,F,F,F,F,F
We need Karnataka Bank ATM,F,F,F,F,F,T,F,F,F
Plz send evening trains today,F,F,F,F,T,F,F,F,F
Is there any offer on ola cab,F,F,F,F,T,F,F,F,F
Skull candy service centre,F,F,T,F,F,F,F,F,F
Train running status of 11102,F,F,F,F,T,F,F,F,F
Train Tickets not available,F,F,F,F,T,F,F,F,F
Suggest headphones,F,F,F,F,F,F,F,F,T
"where is my train, no75717",F,F,F,F,T,F,F,F,F
I want to go from Chennai central to kayamkulam,F,F,F,F,T,F,F,F,F
Best restaurants,T,F,F,F,F,F,F,F,F
Well how many fare for traveling dubai,F,F,F,F,T,F,F,F,F
Can you give me the email id of Uber cabs,F,F,F,F,T,F,F,F,F
I would like to know the baggage allowance of air India flight to France,F,F,F,F,T,F,F,F,F
Need to book  tickets darshan for tirupati,F,F,F,F,T,F,F,F,F
What if I want to stop the reminder,F,F,F,T,F,F,F,F,F
I want restaurant for dinner parcel,T,F,F,F,F,F,F,F,F
Hii..will you gimme offer to book ticker from dli to haldwani,F,F,F,F,T,F,F,F,F
Vasco d gama k alawa koi aur train mahi jati h kya goa,F,F,F,F,T,F,F,F,F
Swimming classes,F,F,F,F,F,T,F,F,F
Flights with in 3000,F,F,F,F,T,F,F,F,F
Find Canara bank branch in Velachery,F,F,F,F,F,T,F,F,F
Only for 1 tckt or for both the tckts there is off,F,F,F,F,F,F,T,F,F
Oru muthassi gadha theatres nearby,F,F,F,F,F,T,F,F,F
Pizza diverse h kya no idea sector 49 m plz chk and help me order,T,F,F,F,F,F,F,F,F
Shows at maxus cinema borivali,F,F,F,F,F,F,T,F,F
I am looking for train sealdah to ballia,F,F,F,F,T,F,F,F,F
May I know that will there be name hang on the train of waiting,F,F,F,F,T,F,F,F,F
I need to buy an ink jet cartridge,F,F,F,F,F,F,F,F,T
Find me a restaurant in west patel nagar who can deliver food order under Rs 100,T,F,F,F,F,F,F,F,F
I have to book rail ticket from chennai to bangalore of 2 September 2016 of chennai bangalore express,F,F,F,F,T,F,F,F,F
Suggest some best sandals of puma under 1.5 k,F,F,F,F,F,F,F,F,T
Book the tickets of inkokkadu,F,F,F,F,F,F,T,F,F
Bangalore to hubali ticket charges,F,F,F,F,F,F,T,F,F
What are the movies releasing on 7th of october hindi and english both,F,F,F,F,F,F,T,F,F
chicken soups of italy,T,F,F,F,F,F,F,F,F
Do you have winter t shirts,F,F,F,F,F,F,F,F,T
Please keep updating me with the flight fares,F,F,F,F,T,F,F,F,F
"Delhi to tirupati by air lowest price on January03, 2017",F,F,F,F,T,F,F,F,F
Show me train from khopoli to titwala,F,F,F,F,T,F,F,F,F
Remind me something,F,F,F,F,F,F,F,F,T
Please check if you can get a confirm ticket from Delhi to Guwahati any ac or sleeper,F,F,F,F,T,F,F,F,F
5 star honeymoon package venice,F,F,F,F,T,F,F,F,F
Tell me the official release of apple iphone 7,F,F,F,F,F,F,F,F,T
I want package with rail tickets also,F,F,F,F,T,F,F,F,F
Planning to travel Delhi in 3 October,F,F,F,F,T,F,F,F,F
I want tickets of 25th october,F,F,F,F,T,F,F,F,F
The table was not reserved,T,F,F,F,F,F,F,F,F
Good Bengali food restaurant,T,F,F,F,F,F,F,F,F
Rs200 combo pizza,T,F,F,F,F,F,F,F,F
No I want for dinner,T,F,F,F,F,F,F,F,F
Can I use cleartrip for flight booking,F,F,F,F,T,F,F,F,F
I want choco run fudge from temptations,T,F,F,F,F,F,F,F,F
I want train book,F,F,F,F,T,F,F,F,F
Please remind me as I have to take selfi stick from Car at 11.30 AM todat,F,F,F,T,F,F,F,F,F
Need cheap  flight rate for next month 15,F,F,F,F,T,F,F,F,F
Hello .  need to know about goa train tickets rate from Bangalore ..??,F,F,F,F,T,F,F,F,F
Can u tell me about any heavy discounts on bluetooth headphones,F,F,F,F,F,F,F,F,T
Nandurbar to Nagpur,F,F,F,F,T,F,F,F,F
Hy did u book d cab for mee,F,F,F,F,T,F,F,F,F
I have ordered leecopper slippers,F,F,F,F,F,F,F,F,T
Online shopping or direct shopping is better,F,F,F,F,F,F,F,F,T
Sandisk 32 GB memory card class 10 show rate and photo,F,F,F,F,F,F,F,F,T
data card recharge offers??,F,T,F,F,F,F,F,F,F
16gbor 32gb,F,T,F,F,F,F,F,F,F
Which must be the best apple or any other brand,F,F,F,F,F,F,F,F,T
give me the price of Philips color tv led 32 inches,F,F,F,F,F,F,F,F,T
Rohtang pass is not included. Kindly suggest some good package,F,F,F,F,T,F,F,F,F
Are they providing headphones along with wire or totally wireless,F,F,F,F,F,F,F,F,T
"Whole sale saree and marriage shopping in Dadar, Mumbai",F,F,F,F,F,F,F,F,T
"I have a tata sky My subs id is 1161857998, i mailed them regarding installation of my tata sky at my new address and my new no was updated to their personnel, i was also promised that personnel visit will be made on sunday, But no such personnel has contacted me, kindly do the needful,  contact them and fix an installation appointment",F,F,T,F,F,F,F,F,F
Any Tamil movies?,F,F,F,F,F,F,T,F,F
Any dominos coupons?,T,F,F,F,F,F,F,F,F
Nearest HDFC Bank ATM,F,F,F,F,F,T,F,F,F
Is xiaomi redmi note 3(16 GB) is available on any online  store,F,F,F,F,F,F,F,F,T
Pls look into hotel diplomat and swarn,F,F,F,F,T,F,F,F,F
Best dish tv plans.,F,T,F,F,F,F,F,F,F
Near by cyber cafe,F,F,F,F,F,T,F,F,F
Chennai egmore to tirupati train,F,F,F,F,T,F,F,F,F
I want to cancel indigo flight ticket,F,F,F,F,T,F,F,F,F
Tata sky recharge,F,T,F,F,F,F,F,F,F
Spa.,F,F,F,F,F,T,F,F,F
Remind me on coming Sunday at 12 pm for Dish telecast,F,F,F,T,F,F,F,F,F
"I need to throw a birthday party , can you help me accomodate lounge with 700  per person snacks only with alcohol .",T,F,F,F,F,F,F,F,F
Please help me buying mens sports shoes,F,F,F,F,F,F,F,F,T
Trivandrum to bangalore on 6th can I get afternoon flight,F,F,F,F,T,F,F,F,F
What will be the fare in 11009 and 12123,F,F,F,F,T,F,F,F,F
Telugu movies,F,F,F,F,F,F,T,F,F
Can I know the review of shallow..!!,F,F,F,F,F,F,T,F,F
Watches fastrack women under 2000,F,F,F,F,F,F,F,F,T
Give me details of iphone 7,F,F,F,F,F,F,F,F,T
Ok..i ll buy,F,F,F,F,F,F,F,F,T
Sofa cleaner ?,F,F,T,F,F,F,F,F,F
Where is the nearest Andhra bank atm from my location?,F,F,F,F,F,T,F,F,F
We want to go to shivanasamudram falls,F,F,F,F,T,F,F,F,F
Can you book a room for checking in tomorrow 10 am for one night in Chennai near Custom House and Beach Station Mannady.,F,F,F,F,T,F,F,F,F
I am travelling from Vadodra to Somnath. I need to find a hotel in between to freshen up?,F,F,F,F,T,F,F,F,F
Good family restaurant in washim,T,F,F,F,F,F,F,F,F
Is there any home delivery from crazy egg?,T,F,F,F,F,F,F,F,F
Can u  tell me near Panasonic service center,F,F,T,F,F,F,F,F,F
I need beer,T,F,F,F,F,F,F,F,F
Pnr status of 8150933042,F,F,F,F,T,F,F,F,F
Okay i would also book the return journey,F,F,F,F,T,F,F,F,F
Comparison of Duke 200 vs KTM RC 200,F,F,F,F,F,F,F,F,T
Nearest atm from d mart,F,F,F,F,F,T,F,F,F
Lenovo vibe k5,F,F,F,F,F,F,F,F,T
I want reliance store near by,F,F,F,F,F,T,F,F,F
Can u track one train,F,F,F,F,T,F,F,F,F
When are trains gonna start from agartala-kolkata,F,F,F,F,T,F,F,F,F
Which theatre and timings,F,F,F,F,F,F,T,F,F
Hi pls look for flights from lucknow to new Delhi on 3rd October 2016 at night. Which would bring me to Delhi by 11pm or so,F,F,F,F,T,F,F,F,F
Flight available from Chennai to guntur on 10th September--low cost needed,F,F,F,F,T,F,F,F,F
What product??????,F,F,F,F,F,F,F,F,T
Can I get bus for chennai from there,F,F,F,F,T,F,F,F,F
hyderabad to khetrabad,F,F,F,F,T,F,F,F,F
How to edit the detail of reminder set,F,F,F,T,F,F,F,F,F
Hi can u give me the details of restaurant,T,F,F,F,F,F,F,F,F
OK book onward ticket from chitradurga to Hyderabad on 20-9-16,F,F,F,F,T,F,F,F,F
schnizer headphone,F,F,F,F,F,F,F,F,T
I want shegaon to ahmednagar bus,F,F,F,F,T,F,F,F,F
Tell me offers on train tickets,F,F,F,F,T,F,F,F,F
Want to book a train,F,F,F,F,T,F,F,F,F
Movies releasing tomorow,F,F,F,F,F,F,T,F,F
You didn't call me,F,F,F,T,F,F,F,F,F
Restaurant with 300 for 2,T,F,F,F,F,F,F,F,F
Wake up call for me at 5.55 am today,F,F,F,T,F,F,F,F,F
Location to visit in Goa except beaches and how to reach over there,F,F,F,F,T,F,F,F,F
Yeah set reminder,F,F,F,T,F,F,F,F,F
I need some watch shops near by,F,F,F,F,F,F,T,F,F
Andhra bank deposit machine nearby,F,F,F,F,F,T,F,F,F
Can i get a delivery of cake and flowers at Midnight 12 today.,T,F,F,F,F,F,F,F,F
Can I book a cab here,F,F,F,F,T,F,F,F,F
Can u get me train timings from ekm to Coimbatore?,F,F,F,F,T,F,F,F,F
"Help me buy a sweatshirt , medium black",F,F,F,F,F,F,F,F,T
Do u have mobile cases?,F,F,F,F,F,F,F,F,T
Can u provide the unbreakable  screen  names,F,F,F,F,F,F,F,F,T
San  Francisco flight,F,F,F,F,T,F,F,F,F
Konark express,F,F,F,F,T,F,F,F,F
Can you get me promo code of goibibo on flight,F,F,F,F,T,F,F,F,F
U mean... 2k for each or for 2rooms,F,F,F,F,T,F,F,F,F
Size,F,F,F,F,F,F,F,F,T
Trip to Singapore and Malaysia,F,F,F,F,T,F,F,F,F
Can u tell me the current status of train  chirmiri rewa fast passe..,F,F,F,F,T,F,F,F,F
Do u  know which restaurant is giving  persal and home delivery at night,T,F,F,F,F,F,F,F,F
Is there any train from Pune to andheri or bandra,F,F,F,F,T,F,F,F,F
Give me a call in the morning & remind me of doing 2 things.,F,F,F,T,F,F,F,F,F
Flipkart is giving exchange offer in mobile nd I want to exchange my mobile but they did not show me how much value they have given me to my old mobile,F,F,F,F,F,F,F,F,T
Set a reminder for friday night arnd 9 as meeting for abroad studies in taj,F,F,F,T,F,F,F,F,F
Reminder to mobile me bhi set ho jata hai,F,F,F,T,F,F,F,F,F
Iphone 7?,F,F,F,F,F,F,F,F,T
Ooh... sorry but I wanted a 3 tier sleeper,F,F,F,F,T,F,F,F,F
Book travel ticket from wardha to karanja,F,F,F,F,T,F,F,F,F
Pls stop to remind me,F,F,F,T,F,F,F,F,F
any Kollywood movies?,F,F,F,F,F,F,T,F,F
I want telegram channel of hindi dubbed movies for my telegram app,F,F,F,F,F,F,T,F,F
Suggested plan:Freedom Pack- 500 MB 3G Data. It is available for Rs.169 with 28 validity. You will get Rs.0.0 talktime.,F,T,F,F,F,F,F,F,F
Want to order butter chicken,T,F,F,F,F,F,F,F,F
23:55 go air today flight ahmedabad mumbai right time departure or late,F,F,F,F,T,F,F,F,F
12487 seemanchal express..tell me about platform no at allahabad,F,F,F,F,T,F,F,F,F
Find me the nearest  restaurant,T,F,F,F,F,F,F,F,F
Can u book table for 6 in mainland China in Powai,T,F,F,F,F,F,F,F,F
"Ask treebo.. 5 guests, 2 rooms, 36 hours... Max budget 6 7 k..",F,F,F,F,T,F,F,F,F
"I need to know , can u book bus tickets",F,F,F,F,T,F,F,F,F
Near bhawarkuwa,F,F,F,F,F,T,F,F,F
Where is crossword nearby?,F,F,F,F,F,T,F,F,F
Broadband  sarvise,F,T,F,F,F,F,F,F,F
I got my fridge repaired for 500 rupees by a certified Samsung technician. Urban clap guy quoted me 4k for the same. This is real bad. F*** urban clap,F,F,T,F,F,F,F,F,F
X purchase a machinery on higher purchase system. The cash price was Rs 15000.  The payment for the agreement Rs 3000,F,F,F,F,F,F,F,F,T
Yes i want to buy three mobile phone,F,F,F,F,F,F,F,F,T
How can i port my airtel to docomo,F,T,F,F,F,F,F,F,F
Axis atm,F,F,F,F,F,T,F,F,F
Mobile covers for iphone 6s,F,F,F,F,F,F,F,F,T
I wnat book some movie tikets,F,F,F,F,F,F,T,F,F
which is best restaurant for north Indian food in ahmedabad with village theme in open place...,T,F,F,F,F,F,F,F,F
How to reach mumbra by train from vasai?,F,F,F,F,T,F,F,F,F
Any library nearby in panaji,F,F,F,F,F,T,F,F,F
Show me..,F,F,F,T,F,F,F,F,F
Suggest me best route to travel by car to goa from Hyderabad,F,F,F,F,T,F,F,F,F
Suggest me a movie please,F,F,F,T,F,F,F,F,F
Laurel mall,F,F,F,F,F,F,T,F,F
Hi can I get pizza menu,T,F,F,F,F,F,F,F,F
slippers,F,F,F,F,F,F,F,F,T
Train no 12245 duronto,F,F,F,F,T,F,F,F,F
Ice creams to Pozhichalur,T,F,F,F,F,F,F,F,F
In my location food delivery available?,T,F,F,F,F,F,F,F,F
Which type of socks,F,F,F,F,F,F,F,F,T
6658716502 pnr status,F,F,F,F,T,F,F,F,F
I want 3 wake up calls for 29th Aug,F,F,F,T,F,F,F,F,F
Hey I am looking to travel from bangalore to kochi on the 11th september,F,F,F,F,T,F,F,F,F
Free incoming phone calls roming plan,F,T,F,F,F,F,F,F,F
Stop the remainder,F,F,F,T,F,F,F,F,F
Niviya cricket spike,F,F,F,F,F,F,F,F,T
Hey tell me about latest movies excluded pink..,F,F,F,F,F,F,T,F,F
Liberty cinema,F,F,F,F,F,F,T,F,F
12510 guahati  bangalore express,F,F,F,F,T,F,F,F,F
"Can u suggest me a 3g plan for number 8792316997 -tata docomo-hubli, karnataka",F,T,F,F,F,F,F,F,F
Call at 3,F,F,F,T,F,F,F,F,F
I want to order jay bhavani vadapauv,T,F,F,F,F,F,F,F,F
Which food?,T,F,F,F,F,F,F,F,F
Nearby hair saloom for men,F,F,F,F,F,T,F,F,F
Please give more designs without less,F,F,F,F,F,F,F,F,T
How long is yeshwantpur Railway Station from Koramangala depot?,F,F,F,F,T,F,F,F,F
Can u book any hotel at nawalgarh rajasthan,F,F,F,F,T,F,F,F,F
2s on5sept 2 tickets side lower,F,F,F,F,T,F,F,F,F
Which train are available from bhusawal to shegaon at 26 September after 5 am,F,F,F,F,T,F,F,F,F
Is there any cash back offer is available?,F,T,F,F,F,F,F,F,F
What about the fare,F,F,F,F,T,F,F,F,F
Can you find me a hotel in delhi for 2nd December to 5 December for 2 adults close to hauz khaz village,F,F,F,F,T,F,F,F,F
I want to buy a display sword to gift it to sum1. Can u help me,F,F,F,F,F,F,F,F,T
Order chiken  rice at 40 rs/plate,T,F,F,F,F,F,F,F,F
I want neck rest for flights..,F,F,F,F,T,F,F,F,F
And the schedules of trains to delhi,F,F,F,F,T,F,F,F,F
Bsnl validety recharge ?,F,T,F,F,F,F,F,F,F
Paav bhaji,T,F,F,F,F,F,F,F,F
Kindly cancel the reminder forever,F,F,F,T,F,F,F,F,F
Ratlam to nimuch train,F,F,F,F,T,F,F,F,F
Wanna oder pizza,T,F,F,F,F,F,F,F,F
Reminder call at 8.40 am today,F,F,F,T,F,F,F,F,F
Show me the best bus price for Hyderabad to Mysore today,F,F,F,F,T,F,F,F,F
"I3/I5 processor, 4gb ram, 500/1000gb hard disk, graphic",F,F,F,F,F,F,F,F,T
"Hello I want to buy cork bottles empty one , to gift my friend with message in it. Can u please help me out.. Where are cork bottles available in Hyderabad",F,F,F,F,F,F,F,F,T
have u placed my order?,T,F,F,F,F,F,F,F,F
I want to pay my airtel bill,F,T,F,F,F,F,F,F,F
I want coupen codes for Amazon,F,F,F,F,F,F,F,F,T
Hmare area me ola ka cab avileble hai,F,F,F,F,T,F,F,F,F
No I want nearest Indian bank branch,F,F,F,F,F,T,F,F,F
Hie can u book tickets for Esquare pune,F,F,F,F,F,F,T,F,F
Runaway hotel,F,F,F,F,T,F,F,F,F
I am looking to buy a new laptop,F,F,F,F,F,F,F,F,T
Airtel 3g recharge plans,F,T,F,F,F,F,F,F,F
Rechargeable batteries with charger,F,F,F,F,F,F,F,F,T
I want to know fare for adult from chennai to kolkata,F,F,F,F,T,F,F,F,F
Can u find a bus and flight from delhi to pantnagar on 29 oct,F,F,F,F,T,F,F,F,F
No I want in Samsung Galaxy,F,F,F,F,F,F,F,F,T
When should I leave in dehradun express train no. 19019 to have to reach in dehradun on 4th January 2017,F,F,F,F,T,F,F,F,F
Abi raamdrvra to bikaner ki koi train batao,F,F,F,F,T,F,F,F,F
R flight no.6E 559 indigo,F,F,F,F,T,F,F,F,F
Find me a train from Indore to bhopal on 15 September 2016,F,F,F,F,T,F,F,F,F
I want to buy a nose ring for women,F,F,F,F,F,F,F,F,T
I want buy new sleeper,F,F,F,F,F,F,F,F,T
Let me some best pizzas that i can try in joeys pizza,T,F,F,F,F,F,F,F,F
I want to know the min base pack in reliance digital DTH?,F,T,F,F,F,F,F,F,F
Nokia  mobiles,F,F,F,F,F,F,F,F,T
Shivneri  booking from pune to aurangabad,F,F,F,F,T,F,F,F,F
Order it,T,F,F,F,F,F,F,F,F
How many times will I get this wake up call?,F,F,F,T,F,F,F,F,F
Pest control service,F,F,T,F,F,F,F,F,F
Dear Smart Flyer! GoAir would like to inform you that your flight G8-364 on 22Sep'16 from AMD to BOM has been rescheduled to depart AMD at 00:25 hrs and arrive BOM at 01:45 hrs.,F,F,F,F,T,F,F,F,F
I want narrow pajamas,F,F,F,F,F,F,F,F,T
16th october mumbai Delhi rajdhani mumbai delhi 3 tickets 1st ac,F,F,F,F,T,F,F,F,F
I want recharge dth,F,T,F,F,F,F,F,F,F
Near by restaurant,T,F,F,F,F,F,F,F,F
Find me the nearest one plus service center,F,F,F,F,F,T,F,F,F
I want flight ticket in freee,F,F,F,F,T,F,F,F,F
Could you check for hotels in Mumbai for 17th sep,F,F,F,F,T,F,F,F,F
Have a deal with Tamil and Telugu movies I rarely watch Hindi movies,F,F,F,F,F,F,T,F,F
Can you check terminal for above flight pls,F,F,F,F,T,F,F,F,F
Sure show me some,F,F,F,T,F,F,F,F,F
"Hotels in gaya ,biharm",F,F,F,F,T,F,F,F,F
Dnt call plzzz any time,F,F,F,T,F,F,F,F,F
"I want to buy Rigo White Solid Henley T-Shirts.{product_id:3F7266BEA14C44BC, product_name:Rigo White Solid Henley T-Shirts, api_id:1, api_name:shortlyst}{carousel_cta}",F,F,F,F,F,F,F,F,T
"Carpenter should come with drilling machine, drill bits and screws",F,F,T,F,F,F,F,F,F
can u tell me the best mobile in under 30000,F,F,F,F,F,F,F,F,T
Football,F,F,F,F,F,F,F,F,T
Size?,F,F,F,F,F,F,F,F,T
Fancy t-shirts with full sleavea,F,F,F,F,F,F,F,F,T
