message,food,support,reminders,movies,nearby,travel,recharge,ipl,casual,other
with ₹75 cashback,F,F,F,F,F,T,F,F,F,F
thnxxx,F,F,F,F,F,F,F,F,T,F
can u pls tell me the best cashback recharge offer.,F,F,F,F,F,F,T,F,F,F
any offers on train?,F,F,F,F,F,T,F,F,F,F
no not now,F,F,F,F,F,F,F,F,T,F
this is the first match,F,F,F,F,F,F,F,T,F,F
from laxmi nagar,F,F,F,F,F,T,F,F,F,F
i ha've not screen shot,F,F,F,F,F,T,T,F,F,F
Maroon colour and adidas brand,F,F,F,F,F,F,F,F,F,T
how many runs raina scored,F,F,F,F,F,F,F,T,F,F
Ok show me the socks,F,F,F,F,F,F,F,F,F,T
sir i book my travel train,F,F,F,F,F,T,F,F,F,F
give me a call for my meeting,F,F,T,F,F,F,F,F,F,F
yq,F,F,F,F,F,F,F,F,T,F
12105 yesterday,F,F,F,F,F,T,F,F,F,F
It's okay. I got the Mrng bus in KSRTC Thku,F,F,F,F,F,T,F,F,F,F
help me punit,F,F,F,F,F,F,F,F,T,F
kaise ho tum?,F,F,F,F,F,F,F,F,F,F
yep,F,F,F,F,F,F,F,F,T,F
Are there any hotels in beas to stay,F,F,F,F,F,T,F,F,F,F
i will go by bus,F,F,F,F,F,T,F,F,F,F
Malayalam movie,F,F,F,T,F,F,F,F,F,F
......ff,F,F,F,F,F,F,F,F,T,F
who s bowling right now,F,F,F,F,F,F,F,T,F,F
a6plus,F,F,F,F,F,F,F,F,F,T
Features of ibtex aqua music,F,F,F,F,F,F,F,F,F,T
tommorow any time,F,T,T,F,F,F,F,F,F,F
"no i already logged out this net banking, ok lets try at afternoon again by continuing this chating, is this possible/fine?",T,T,F,T,F,T,T,F,F,F
hey whats the current score,F,F,F,F,F,F,F,T,F,F
New movies,F,F,F,T,F,F,F,F,F,F
what is the price of samsung c9 pro in bangalore,F,F,F,F,F,F,F,F,F,T
3/16/2017,F,F,F,T,F,T,F,F,F,F
Latest movie,F,F,F,T,F,F,F,F,F,F
thnq,F,F,F,F,F,F,F,F,T,F
is there any cashback offer running,F,F,F,F,F,T,T,F,F,F
wen is da final match,F,F,F,F,F,F,F,T,F,F
march 8th,F,F,T,T,F,T,F,F,F,F
I want theatre name where the pink movie is going on,F,F,F,T,F,F,F,F,F,F
Movies running in pollachi theater,F,F,F,T,F,F,F,F,F,F
please tell my pnr status	2428644243,F,F,F,F,F,T,F,F,F,F
any offers for me on train booking,F,F,F,F,F,T,F,F,F,F
please update me the match results,F,F,F,F,F,F,F,T,F,F
Yes... May I know govt bus..,F,F,F,F,F,T,F,F,F,F
good day.. bye,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 519515, user_id: 1615368, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
hm,F,F,F,F,F,F,F,F,T,F
I want to buy a speaker,F,F,F,F,F,F,F,F,F,T
any food delivery option available now,T,F,F,F,F,F,F,F,F,F
only 2??,T,T,F,T,F,T,F,F,F,F
done payment through ola money,F,F,F,F,F,T,F,F,F,F
r u human?,F,F,F,F,F,F,F,F,T,F
match score for _date_ match,F,F,F,F,F,F,F,T,F,F
muje icic career development vadodara ki infermesn chahiye mil sakti hey,F,F,F,F,T,F,F,F,F,F
Nearest ATM of PNB,F,F,F,F,T,F,F,F,F,F
"i would like to cancel my wake up call for everyday at 03:30 pm { reminder_list: 219041, user_id: 951505, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
pls find train running status,F,F,F,F,F,T,F,F,F,F
but isme fayeda kya h,F,F,F,F,F,F,F,F,T,F
but.amount went,F,F,F,F,F,F,T,F,F,F
do i have to log in uber a/c?,F,F,F,F,F,T,F,F,F,F
monthly remainders available?,F,F,T,F,F,F,F,F,F,F
stop all the scheduled wake up calls from now on,F,F,T,F,F,F,F,F,F,F
hi gaurav can you please turn off the reminders?,F,F,T,F,F,F,F,F,F,F
Pls look for hotel in Ahmedabad with swimming pool facility,F,F,F,F,F,T,F,F,F,F
At wat time does the bus departs,F,F,F,F,F,T,F,F,F,F
and can you give me water kingdoms and imagica fair rate and timetables details,F,F,F,F,T,F,F,F,F,F
I want to recharge 10 rs,F,F,F,F,F,F,T,F,F,F
movies in kakinada,F,F,F,T,F,F,F,F,F,F
8.     in bill payment,F,F,F,F,F,F,T,F,F,F
axis bank near to my location,F,F,F,F,T,F,F,F,F,F
flights detail rates for every,F,F,F,F,F,T,F,F,F,F
what is the distance from karaikal to poovathadi beach,F,F,F,F,F,T,F,F,F,F
winner prediction in ipl,F,F,F,F,F,F,F,T,F,F
can u send domino's no,T,F,F,F,T,F,F,F,F,F
okay..,F,F,F,F,F,F,F,F,T,F
date of travel today,F,F,F,F,F,T,F,F,F,F
the worst part is one month expiry on cashback,T,T,F,T,F,T,T,F,F,F
reminder me at twice a day to drink water,F,F,T,F,F,F,F,F,F,F
for wat.???,F,F,F,F,F,F,F,F,T,F
i have a query,F,F,F,F,F,F,F,F,T,F
"		i would like to cancel my wake up call for sat, 04 march at 06:00 am { reminder_list: 699178, user_id: 1810240, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Hey can you tell me about some good headphones under 600 on amaozn,F,F,F,F,F,F,F,F,F,T
the charges are too much.,T,T,F,T,F,T,F,F,F,F
i don't want to book later,F,T,F,T,F,T,F,F,F,F
you have any records of thse ipl matches,F,F,F,F,F,F,F,T,F,F
"		i would like to cancel my wake up call for everyday at 08:00 am { reminder_list: 648178, user_id: 1932004, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
"hey want to know the best possible price for delhi to seattle,usa from 3rd april?",F,F,F,F,F,T,F,F,F,F
Which theater,F,F,F,T,F,F,F,F,F,F
deepesh i have a query,F,F,F,F,F,F,F,F,T,F
when do i get cash back,T,T,F,T,F,T,T,F,F,F
Taxi booking,F,F,F,F,F,T,F,F,F,F
I want to buy nike shorts,F,F,F,F,F,F,F,F,F,T
kuch to bolll,F,F,F,F,F,F,F,F,T,F
whts the update,F,F,F,F,F,F,F,T,F,F
i want _date_ s match result,F,F,F,F,F,F,F,T,F,F
complete information,F,F,F,F,T,F,F,F,T,F
how much time go there by bus,F,F,F,F,F,T,F,F,F,F
Remind me to pay phone bills on every 23rd,F,F,T,F,F,F,F,F,F,F
just show me last year reminders,F,F,T,F,F,F,F,F,F,F
aurangabad nanded train 5 feb 2107,F,F,F,F,F,T,F,F,F,F
can i know the weather report for _date_ s match,F,F,F,F,F,F,F,T,F,F
actually i want to know the movie names which all r getting released this weekend,F,F,F,T,F,F,F,F,F,F
which is upcoming movie,F,F,F,T,F,F,F,F,F,F
offers on food,T,F,F,F,F,F,F,F,F,F
nd if not then pls send me other train option,F,F,F,F,F,T,F,F,F,F
I asked for buffet menu,T,F,F,F,F,F,F,F,F,F
iphone 7,F,F,F,F,F,F,F,F,F,T
call me till 6:40 am also,F,F,T,F,F,F,F,F,F,F
How to ride fever,F,F,F,F,F,F,F,F,F,T
changes that mi made _date_,F,F,F,F,F,F,F,T,F,F
company is in mumbai,F,F,F,F,F,F,F,F,T,F
body massage person,F,F,F,F,T,F,F,F,F,F
can u tell me that do u have any coupons right now for train booking?,F,F,F,F,F,T,F,F,F,F
on this time,F,F,F,F,F,F,F,F,T,F
Give me window seats,F,F,F,F,F,T,F,F,F,F
hotel rate at chikhaldara?,F,F,F,F,F,T,F,F,F,F
Only if i get a window seat..,F,F,F,F,F,T,F,F,F,F
Sharique I m very disappointed with today's bus booking,F,F,F,F,F,T,F,F,F,F
hi can you update _date_ match schedule with venue,F,F,F,F,F,F,F,T,F,F
what does boundary means in cricket,F,F,F,F,F,F,F,T,F,F
remind me after 45mins,F,F,T,F,F,F,F,F,F,F
last booked no,F,F,F,F,F,T,F,F,F,F
whos the highest run getter in t _numeral_ s,F,F,F,F,F,F,F,T,F,F
i want to order britani,T,F,F,F,F,F,F,F,F,F
anyone there,F,F,F,F,F,F,F,F,T,F
_date_ wat match,F,F,F,F,F,F,F,T,F,F
do you work 24*7,F,F,F,F,F,F,F,F,T,F
u ll call for the reminder?,F,F,T,F,F,F,F,F,F,F
"		i would like to cancel my wake up call for mon, 06 march at 05:30 am { reminder_list: 717589, user_id: 1984564, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
54782 today status,F,F,F,F,F,T,F,F,F,F
ghazi movie tickets,F,F,F,T,F,F,F,F,F,F
final ipl,F,F,F,F,F,F,F,T,F,F
yes i want to get regular score update,F,F,F,F,F,F,F,T,F,F
need a hotel booking,F,F,F,F,F,T,F,F,F,F
any stanc atm nearby,F,F,F,F,T,F,F,F,F,F
Near bus stop,F,F,F,F,T,F,F,F,F,F
Hey I want to book a ticket for delhi from jamalpur,F,F,F,F,F,T,F,F,F,F
fine,F,F,F,F,F,F,F,F,T,F
stop all reminders,F,F,T,F,F,F,F,F,F,F
ok cool thanks,F,F,F,F,F,F,F,F,T,F
"it has to have an expiry date , right",F,T,F,F,F,F,T,F,F,F
please check my pnr status,F,F,F,F,F,T,F,F,F,F
How to check balance of prepaid mobile of bsnl,F,F,F,F,F,F,T,F,F,F
katpadi,T,F,F,F,T,T,F,F,F,F
12.00 for lunch,T,F,F,F,F,F,F,F,F,F
mam i would like to book tickets of _date_ match,F,F,F,F,F,F,F,T,F,F
behala,F,F,F,F,F,T,F,F,F,F
please send the boarding passes for my air india flight,F,F,F,F,F,T,F,F,F,F
which channel is it on,F,F,F,F,F,F,F,T,F,F
it's too expensive,T,T,F,F,F,T,F,F,F,F
Pls remind me of checking status of aiims exam,F,F,T,F,F,F,F,F,F,F
Need new battery for my Micromax unite 2 (a106),F,T,F,F,F,F,F,F,F,F
sorry riddhi i'll do that myself now.,F,F,F,F,F,F,F,F,T,F
remind me to buy tomatoes,F,F,T,F,F,F,F,F,F,F
Plzz check trains between tirupati to vizag,F,F,F,F,F,T,F,F,F,F
receipes?,F,F,F,F,F,F,F,F,F,T
hello wanted to goa with my family,F,F,F,F,F,T,F,F,F,F
Need a 7 seater cab to drop us to Anushaktinagar from Kalamboli,F,F,F,F,F,T,F,F,F,F
fine please let me know if tickets are available,F,F,F,F,F,F,F,T,F,F
update of the match,F,F,F,F,F,F,F,T,F,F
deepz,F,F,F,F,F,F,F,F,T,F
Hotels for Unmarried couple,F,F,F,F,F,T,F,F,F,F
will you charge extra amount,F,F,F,F,F,F,F,F,T,F
thnx for giving info,F,F,F,F,F,F,F,F,T,F
Finger print scencer phone,F,F,F,F,F,F,F,F,F,T
check in lakshme,T,F,F,F,T,F,F,F,F,F
please update me with score every _numeral_ min,F,F,F,F,F,F,F,T,F,F
or only can chat in english?,F,F,F,F,F,F,F,F,T,F
tell me about  the fare?,F,F,F,F,F,T,F,F,F,F
Shirt shopping,F,F,F,F,F,F,F,F,F,T
do not wake me up in the morning,F,F,T,F,F,F,F,F,F,F
pesenger,F,F,F,F,F,T,F,F,F,F
get me the scores,F,F,F,F,F,F,F,T,F,F
the reminder,F,F,T,F,F,F,F,F,F,F
Kindly book us two tickets to thrishur ones tatkal booking opens. For tomorrow from bangalore,F,F,F,F,F,T,F,F,F,F
And I need a call at 8:45 also,F,F,T,F,F,F,F,F,F,F
now am in maharashtra,F,T,F,F,F,F,F,F,F,F
my iphone 5s have charging problem,F,F,F,F,T,F,F,F,F,F
can i hav playing eleven for todays match,F,F,F,F,F,F,F,T,F,F
Wake me up at 9 in the morning,F,F,T,F,F,F,F,F,F,F
i want to know about the latest points,F,F,F,F,F,F,F,T,F,F
Similar movies to parched,F,F,F,T,F,F,F,F,F,F
can i get any offer,T,F,F,T,F,T,T,F,F,F
can i send money from freecharge account to bank,F,F,F,F,T,F,F,F,F,T
wakeup cal,F,F,T,F,F,F,F,F,F,F
will u not book ola autos ?,F,F,F,F,F,T,F,F,F,F
nothing as of now... sleeping :),F,F,F,F,F,F,F,F,T,F
I want to train  rajkot to jam khambhaliya,F,F,F,F,F,T,F,F,F,F
i want punjab bank atm,F,F,F,F,T,F,F,F,F,F
TICKET CONFIRMATION:  Flight 843 Date-10/09/2016 DEL-BOM Dep:18:35hrs 6E REF-B9SNXZ. Have a pleasant journey.,F,F,F,F,F,T,F,F,F,F
srikakulam,F,F,F,F,F,T,F,F,F,F
mujhe tatkal boking krani h,F,F,F,F,F,T,F,F,F,F
were r u from,F,F,F,F,F,F,F,F,T,F
in nagpur,F,F,F,F,T,F,F,F,F,F
"		i would like to cancel my wake up call for fri, 03 march at 06:15 am { reminder_list: 688782, user_id: 1804442, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
more in ipl,F,F,F,F,F,F,F,T,F,F
Deeeeeeeeee,F,F,F,F,F,T,F,F,F,F
hello beb,F,F,F,F,F,F,F,F,T,F
hi thank you i don't need recommendations but just seeing the options available in app,F,F,F,F,F,T,F,F,F,F
preernt scores,F,F,F,F,F,F,F,T,F,F
how many overs gone,F,F,F,F,F,F,F,T,F,F
which is good to wear thongs or panty,F,F,F,F,F,F,F,F,F,T
send me updates of main events during match,F,F,F,F,F,F,F,T,F,F
ok let me think,F,F,F,F,F,F,F,F,T,F
Cab you check the cheapest tickets for Australia in March or Feb - 2 tickets - economy class,F,F,F,F,F,T,F,F,F,F
Stop this reminder plz,F,F,T,F,F,F,F,F,F,F
how we get free ride cupan,F,F,F,F,F,T,F,F,F,F
Hi i need laptop table which is height adjustable,F,F,F,F,F,F,F,F,F,T
thnk u,F,F,F,F,F,F,F,F,T,F
pls tell me review,F,F,F,T,F,F,F,F,F,F
are u ankita?,F,F,F,F,F,F,F,F,T,F
no thanks jay. take care.,F,F,F,F,F,F,F,F,T,F
any closer?,T,F,F,F,T,F,F,F,F,F
Give me reminder at 9.10 am today,F,F,T,F,F,F,F,F,F,F
2017 released movie list,F,F,F,T,F,F,F,F,F,F
apologies,F,F,F,F,F,F,F,F,T,F
"hey , can u find me some good wishes for marriage anniversary of my parents ?{task}",F,F,F,F,T,F,F,F,F,F
plz chq available,F,F,F,F,F,F,F,F,T,F
i'm asking something and you're telling me something else,F,F,F,F,F,F,F,F,T,F
where can i find xerox shop nearby my location,F,F,F,F,T,F,F,F,F,F
called... ;),F,F,F,F,F,F,F,F,T,F
i need a tempo carrier to shift my whole home stuff from one pg to the other,F,T,F,F,F,F,F,F,F,F
can u send me 5 photo of kriti sanon,F,F,F,F,F,F,F,F,F,T
will they solve problem of lloyd?,F,T,F,F,F,F,F,F,F,F
Where can I find the sandwich to eat in Vizag,T,F,F,F,F,F,F,F,F,F
haunted,F,F,F,F,T,F,F,F,F,F
Dominos chicken mania menu please,T,F,F,F,F,F,F,F,F,F
can you let me know at what time will it start from source station,F,F,F,F,F,T,F,F,F,F
Morning flights,F,F,F,F,F,T,F,F,F,F
Nearby electrician,F,T,F,F,F,F,F,F,F,F
thanks for reminding reshma.,F,F,T,F,F,F,F,F,F,F
Hi can u send me baba the crazy eggs menu please,T,F,F,F,F,F,F,F,F,F
higher scorer ipl,F,F,F,F,F,F,F,T,F,F
"why didn't i received notification at the top of my screen under phone notification area. 		now when i opened haptik, only then it showed notification. 	why so? 		do i need to always open this app to receive notifications?",F,F,F,T,F,F,F,F,F,F
can you just talk to me ??,F,F,F,F,F,F,F,F,T,F
Hi...I am looking for train tickets from Kanpur to delhi on 31st August,F,F,F,F,F,T,F,F,F,F
okkkk...,F,F,F,F,F,F,F,F,T,F
no cash back on second ride?,F,F,F,F,F,T,F,F,F,F
Please find Vodafone stores nearby,F,F,F,F,T,F,F,F,F,F
I wanted to know the cheapest fares possible with 3 nights gap on return,F,F,F,F,F,T,F,F,F,F
MakeMyTrip coupon code for flight tickets,F,F,F,F,F,T,F,F,F,F
wait i don't have,F,F,F,F,F,F,F,F,T,F
hiii	is there any ticket to go to patna on 10-11th march ?,F,F,F,F,F,T,F,F,F,F
dominoz,T,F,F,F,F,F,F,F,F,F
israil and sons bastain bazar,F,F,F,F,F,T,F,F,F,F
Today shows in movie time malad,F,F,F,T,F,F,F,F,F,F
Boi atm,F,F,F,F,T,F,F,F,F,F
Is there any way there is medicine reminder for everyday,F,F,T,F,F,F,F,F,F,F
i want a honeymoon tour in 29 december to 3 january in aboard,F,F,F,F,F,T,F,F,F,F
I want to plan a trip to Rajasthan,F,F,F,F,F,T,F,F,F,F
departure time,F,F,F,F,F,T,F,F,F,F
good afternoon. my dear,F,F,F,F,F,F,F,F,T,F
samstipur to rosera ka pasenger train ka tmie table batai,F,F,F,F,F,T,F,F,F,F
gym nearby me,F,F,F,F,T,F,F,F,F,F
"		i would like to cancel my to-do: to read for everyday at 09:00 am { reminder_list: 582828, user_id: 1944925, task_name: to_do, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
plz discontinue,F,F,T,F,F,F,F,F,F,F
wake up me at 7,F,F,T,F,F,F,F,F,F,F
remind me tomorrow at 6:45 to leave from office,F,F,T,F,F,F,F,F,F,F
if the tickets are not confirmed then wat next step is to be taken in this respect,F,F,F,F,F,T,F,F,F,F
Seat number ??,F,F,F,F,F,T,F,F,F,F
now what to do,F,F,F,F,F,F,F,F,T,F
kya aap muje bata sakte ho,F,F,F,F,F,F,F,F,F,F
meenakshi it is shown dat order will reach by 7:16 pm.. can u arrang it fast... bcz it is a office  party...can u ask dem to arrange before 6:30,F,F,F,F,F,T,F,F,F,F
hey when is the next match of india,F,F,F,F,F,F,F,T,F,F
Can you suggest something to gift my boyfriend on his birthday,F,F,F,F,F,F,F,F,F,T
"		i would like to cancel my drink water reminder reminder for everyday at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 718588, user_id: 1984743, task_name: drink_water, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
Need information pune to bhopal air tickets cheapest fare,F,F,F,F,F,T,F,F,F,F
dominos pizza ka nd dena,T,F,F,F,F,F,F,F,F,F
or i still chat with answering machine,F,F,F,F,F,F,F,F,T,F
hurry up,F,F,F,F,F,F,F,F,T,F
spice jet,F,F,F,F,F,T,F,F,F,F
cool mumbai won,F,F,F,F,F,F,F,T,F,F
whats the update,F,F,F,F,F,F,F,T,F,F
price  details,T,T,F,T,F,T,F,F,F,F
find me a train,F,F,F,F,F,T,F,F,F,F
help me with the tickets,F,F,F,F,F,F,F,T,F,F
give me the cheapest,F,F,F,F,T,T,F,F,F,F
new releases in shoba city mall thrissur for friday,F,F,F,T,F,F,F,F,F,F
bahubali,F,F,F,T,F,F,F,F,F,F
every day except sunday i need a wake up call,F,F,T,F,F,F,F,F,F,F
your name is deepti,F,F,F,F,F,F,F,F,T,F
nd yea gimme a reminding call on 1st april as well as 31st march at 5 pm😊,F,F,T,F,F,F,F,F,F,F
who was in the final,F,F,F,F,F,F,F,T,F,F
i don't need any reminder as of now,F,F,T,F,F,F,F,F,F,F
ky hua padma behen,F,F,F,F,F,F,F,F,F,F
any hotels in this area,F,F,F,F,F,T,F,F,F,F
set reminder to print question papers,F,F,T,F,F,F,F,F,F,F
could u find out  refrigerator service provider in pondy?,F,F,F,F,T,F,F,F,F,F
bilaspur university,F,F,F,F,T,F,F,F,F,F
were kolkata win,F,F,F,F,F,F,F,T,F,F
thanks buddy..can u also send me the railway availability from mumbai to hyd,F,F,F,F,F,T,F,F,F,F
plees,F,F,F,F,F,F,F,F,T,F
wait a second,F,F,F,F,F,F,F,F,T,F
from 6 onwards,F,F,T,T,F,T,F,F,F,F
no thank you... good night,F,F,F,F,F,F,F,F,T,F
how far is airport from my location,F,F,F,F,T,F,F,F,F,F
ghaji,F,F,F,F,F,F,F,F,F,T
I am looking for ac sleeper,F,F,F,F,F,T,F,F,F,F
n convention,F,F,F,F,F,F,F,F,F,T
"thanks again , i really appreciate ur help ... 3 cheers 4 haptic",F,F,F,F,F,F,F,F,T,F
4429299903,F,F,F,F,F,T,F,F,F,F
i need assistance,F,F,F,F,F,F,F,F,T,F
any other theater's,F,F,F,T,F,F,F,F,F,F
I want to buy a dress for my friend,F,F,F,F,F,F,F,F,F,T
Need Tiffin services for lunch in nearby areas,T,F,F,F,F,F,F,F,F,F
any cashback options,F,F,F,T,F,T,T,F,F,F
i want to pay mobile is der any offer available,F,F,F,F,F,F,T,F,F,F
if available please tell me,F,F,F,F,F,F,F,F,T,F
Iphone ogt cable,F,F,F,F,F,F,F,F,F,T
i need every day remainder of doing pranam,F,F,T,F,F,F,F,F,F,F
no thank hasan,F,F,F,F,F,F,F,F,T,F
okay i will inform you soon,F,F,F,F,F,F,F,F,T,F
_date_ match gujarat vs srh who will won the match,F,F,F,F,F,F,F,T,F,F
Size?,F,F,F,F,F,F,F,F,F,T
which is the best team of ipl,F,F,F,F,F,F,F,T,F,F
i need th present point table,F,F,F,F,F,F,F,T,F,F
no..if coupon applicable ...i can book,F,F,F,F,F,T,F,F,F,F
what about livin,F,F,F,F,T,F,F,F,F,F
nyt,F,F,F,F,F,F,F,F,T,F
are you human or programmatic system,F,F,F,F,F,F,F,F,T,F
is parvaiz rasool playing for rcb,F,F,F,F,F,F,F,T,F,F
"yes,  at 6:30pm today",T,F,T,T,F,T,F,F,F,F
any indian matches,F,F,F,F,F,F,F,T,F,F
any more medical shop near to this,F,F,F,F,T,F,F,F,F,F
you should see it what a match anyway you r perfectly sending the score card at right time,F,F,F,F,F,F,F,T,F,F
from tumkur to bangalore.,F,F,F,F,F,T,F,F,F,F
scorecard for rcb vs gl please,F,F,F,F,F,F,F,T,F,F
is any train after 3 pm,F,F,F,F,F,T,F,F,F,F
from amrutsar to nanded,F,F,F,F,F,T,F,F,F,F
Need a taxi to bikaji cama palalce,F,F,F,F,F,T,F,F,F,F
am looking for movies at,F,F,F,T,F,F,F,F,F,F
the offer for discount you told me is not working,T,T,F,T,F,T,T,F,F,F
who do think will win the match,F,F,F,F,F,F,F,T,F,F
gud nyt hve a sweet dreams,F,F,F,F,F,F,F,F,T,F
know,F,F,F,F,F,F,F,F,T,F
no i don't want cancel it,T,T,T,T,F,T,T,F,F,F
"		i would like to cancel my wake up call for mon, 06 march at 04:30 pm { reminder_list: 724384, user_id: 1986296, task_name: wakeup, offset: 0, api_name: exotel }",F,F,T,F,F,F,F,F,F,F
anjli,F,F,F,F,F,F,F,F,T,F
it's gud to get reminded ;),F,F,T,F,F,F,F,F,F,F
Majnu movie tickets,F,F,F,T,F,F,F,F,F,F
tickets for match on _numeral_ and _numeral_ may,F,F,F,F,F,F,F,T,F,F
hey can you tell me _date_ how virat kohli will like to bed right and left and,F,F,F,F,F,F,F,T,F,F
apko cabs chnnel ki chat dikhte kya,F,F,F,F,F,T,F,F,F,F
i want to change the pick up location,F,F,F,F,F,T,F,F,F,F
where is train this time 14164 sangam express and what time reach allahabad today,F,F,F,F,F,T,F,F,F,F
Valasaravakkam bus stop,F,F,F,F,T,F,F,F,F,F
which team are competing _date_,F,F,F,F,F,F,F,T,F,F
no fair is 5,F,F,F,F,F,T,F,F,F,F
I want to buy a laptop,F,F,F,F,F,F,F,F,F,T
High price lower price 100 150,F,F,F,F,F,F,F,F,F,T
is cancel,F,F,F,F,F,F,F,F,T,F
give me an update after every two overs,F,F,F,F,F,F,F,T,F,F
10 tarikh ko dekho na train,F,F,F,F,F,T,F,F,F,F
i have already done,F,F,F,F,F,F,F,F,T,F
ready to take a ride,F,F,F,F,F,T,F,F,F,F
can you tell me some amazing facts of cricket,F,F,F,F,F,F,F,T,F,F
hard luck for pune,F,F,F,F,F,F,F,T,F,F
is my recharge is sucessful now,F,F,F,F,F,F,T,F,F,F
how is logan,F,F,F,T,F,F,F,F,F,F
Which laptop is gpod for gaming amd a8bor intel core i3 5th generation,F,F,F,F,F,F,F,F,F,T
Book the evening indigo flight of 10 AM,F,F,F,F,F,T,F,F,F,F
"hi, i want to book ubergo {product_id:db6779d6-d8da-479f-8ac7-8068f4dade6f, api_name:uber, product_name:ubergo, seat_count:none}",F,F,F,F,F,T,F,F,F,F
do you have anu coupon code for postpaid bill payment,F,F,F,F,F,F,T,F,F,F
i need to get the train details,F,F,F,F,F,T,F,F,F,F
get me the best deals on gandhinagar,F,F,F,F,F,F,F,F,F,T
i have different question,F,F,F,F,F,F,F,F,T,F
near palghar,T,F,F,F,T,F,F,F,F,F
book me a flight loser,F,F,F,F,F,T,F,F,F,F
enjoy 15% cashback on your next haptik recharge or bill payment. coupon: deemj6c1m. max cashback: rs.100. expires in 7 days. https://goo.gl/gbujec,F,F,F,F,F,F,T,F,F,F
"Hey,can you give me some good deals on mi band 2",F,F,F,F,F,F,F,F,F,T
get me the current status of the match,F,F,F,F,F,F,F,T,F,F
how speak english,F,F,F,F,F,F,F,F,T,F
punjab and dd please tell full scrorecarx,F,F,F,F,F,F,F,T,F,F
remind me to do at least 3 math sample paper today,F,F,T,F,F,F,F,F,F,F
todays schedule of t _numeral_ maches,F,F,F,F,F,F,F,T,F,F
welcome .take care gave good day,F,F,F,F,F,F,F,F,T,F
i am aa big fan of dhonii,F,F,F,F,F,F,F,T,F,F
which theatre is 	playing the movie lion in mangalore?,F,F,F,T,F,F,F,F,F,F
indivdual scores,F,F,F,F,F,F,F,T,F,F
Chinese hut in east delhi,T,F,F,F,F,F,F,F,F,F
Is there any fresh fruit juice delivery point nearby?,T,F,F,F,F,F,F,F,F,F
can you say me afterwards who will win the world s cup match,F,F,F,F,F,F,F,T,F,F
i want deep freezer in ahmednagar..,F,T,F,F,F,F,F,F,F,F
motorola authorised service centre,F,T,F,F,F,F,F,F,F,F
hii malvika,F,F,F,F,F,F,F,F,T,F
i booked from the link onl,F,F,F,T,F,T,F,F,F,F
i don't want any tickets,F,F,F,F,F,T,F,F,F,F
which connects axis bank atm,F,F,F,F,T,F,F,F,F,F
hai i did get my recharge amount,F,F,F,F,F,F,T,F,F,F
who will win match _date_,F,F,F,F,F,F,F,T,F,F
i want to know about  hp printer service centre,F,F,F,F,T,F,F,F,F,F
"No sir tell me in postpaid network, I'm going to change airtel postpaid soon , so asked",F,F,F,F,F,F,T,F,F,F
no i didn't book any ticket so far,F,F,F,T,F,T,F,F,F,F
dont order,T,F,F,F,F,F,F,F,F,F
"i want to cancel my flight, wannaa know thw refund amount for laxmi devi",F,F,F,F,F,T,F,F,F,F
Qota is sleeper. If possible tell me the waiting list for that,F,F,F,F,F,T,F,F,F,F
Looking for punjabi food,T,F,F,F,F,F,F,F,F,F
please show me trains from pune to tna for second sitting (2s) on 01-03-2017.,F,F,F,F,F,T,F,F,F,F
recently had a tea ?,F,F,F,F,F,F,F,F,T,F
i don't have train number,F,F,F,F,F,T,F,F,F,F
it was heck of a match,F,F,F,F,F,F,F,T,F,F
than 5:50,F,F,T,T,F,T,F,F,F,F
ahh,F,F,F,F,F,F,F,F,T,F
i need a plumber,F,T,F,F,F,F,F,F,F,F
stop,F,F,F,F,F,F,F,T,F,F
Can you check marathi movies as well?,F,F,F,T,F,F,F,F,F,F
Please remind me tomorrow at 07:30AM to take my camera to college for event coverage.,F,F,T,F,F,F,F,F,F,F
i was just testing the app,F,F,F,F,F,F,F,F,T,F
any offer??,F,F,F,F,F,T,T,F,F,F
Can u help with hourly base rooms for unmarried couple in location from andheri to borivali,F,F,F,F,F,T,F,F,F,F
good night!,F,F,F,F,F,F,F,F,T,F
i'll let you knw,F,F,F,F,F,F,F,F,T,F
send me the playing _numeral_ players of _date_ s match,F,F,F,F,F,F,F,T,F,F
I want plain white not printed,F,F,F,F,F,F,F,F,F,T
Show me the products with discount,F,F,F,F,F,F,F,F,F,T
Want to book tickets to Chennai from Vellore for 7th October 2016,F,F,F,F,F,T,F,F,F,F
need only return flight,F,F,F,F,F,T,F,F,F,F
What type of socks,F,F,F,F,F,F,F,F,F,T
