pid,sentence1,sentence2,label
67611,I find cheap at other sites,I am finding cheaper tickets on other websites,0
67618,Its 48 hour already left sir,I will give already 24 hours,0
67628,i want to buy additional wifi,Steps to buy,0
67629,Airline does not charge convenience fee,How much will be the convenience fee,0
67634,book store near me,suggest me book store near me,1
67635,Can you please mail me the ticket again,I need my ticket mail booked two days back,0
67636,link to download this app on computer,Link to download this app on windows,0
67640,recommend Flight Tickets,show me flights without any stop,0
67643,show me your picture,can u give me ur number,0
67645,I want alerts for cheapest flight,set cheapest flight alert,0
67646,electricity bill pay offers,I need   to pay electricity bill,0
67648,I have tried to make payment but it failed,Cant make payment,0
67649,Ready to play,I want to play the quiz,0
67665,Still not received cashback,Cashback not receive,0
67666,What are the criteria for vendor selection in SHV?,Help me with Vendor selection process in SHV Energy,0
67668,wana book a flight,want to purchase Flight Tickets,0
67669,How is password change,change password on desktop,0
67670,Show the policy details,Show my Policies,1
67674,I wanna fly to hyderabad,flight tickets from mumbai to delhi,0
67688,track grievance status for,track my grievance status for token number,1
67690,Can you remind me to call someone,Reminder to Call Modification,0
67692,I need a reminder for calling someone,call someone,1
67696,My account is blocked,My first account is blocked,1
67699,can permanent and correspondence address be same,Can the correspondence and permanent address be the same,1
67703,Home Loan,Online home loans,0
67704,Planning to go for trip to goa,best fare from mumbai to pune,0
67708,pin is not working please resend,pin didnt receive,0
67709,child abuse,physical abuse with child,1
67710,How to get my pass word,How to get friends invite amount,0
67716,Show more Health Tips,show another,0
67720,pay entry fee for contests,I have not receive my entry fees,0
67723,How will I identify when leakage?,What actions need to be taken when leakage is detected?,0
67731,One time password is not working please resend,OTP didnt receive,0
67735,Kindly provide clarity on the Legal aspects of the <Project name>,Kindly provide the name of the land owners for <project name>,0
67740,How will I identify when leakage?,action taken when leakage detected,0
67741,Do u have any promocode,Any offers currently available on train tickets,0
67747,can you please send me jokes daily,I would like to cancel my daily joke subscription,0
67753,Can the Govt adopters be used on your cylinders ?,Can the regulator supplied by PSU Oil companies be used on your cylinders ?,0
67755,No this is my lab id,lab id,1
67756,drink alcohol,Do not drink alcohol,1
67760,It was troublesome to change my booking,Making a change to my ticket was hard,0
67765,How to use mobikwik cashback?,How to make payment,0
67767,send me ur pic,Give me your pic,1
67771,what more can you tell me about workshops,tell me about events and workshops,0
67775,send me your photo,can you give me ur number,0
67780,want ticket from mumbai to pune,I need a ticket,0
67781,set reminder jog,exercise reminder,1
67784,Plz give your phone number,I want your mobile number,1
67792,not receiving pin to connect,pin Received,0
67795,i want to book hotel,I need to book hotel room,1
67811,i want to purchase a wifi package,I want to purchase plans,0
67812,found cheaper fare,cheapest fare challenge,0
67813,Who are you?,Who's the boss at [✏️CompanyName]?,0
67816,Not working right,This isn't working,1
67819,Can you call me,What can I call you?,0
67827,view the cricket leaderboard,show yesterdays cricket leaderboard,0
67829,Hi! I want to tick an item off my bucket list. .,Hi! I want to fund my bucket list.  .,0
67830,This order ID is right,I gave a true order ID,0
67832,commercial cylinder sizes,Why are your cylinder sizes different,0
67836,How they cost for extra weight,why do you charge extra fee,0
67840,Schedule a reminder for horoscope,set reminder exercise,0
67843,How do we adjust the GST impact?,adjust GST impact,1
67845,What is usable area of balcony?,usable area balcony,1
67847,How can I pay using amazon pay,How can I pay Airtel landline bill,0
67852,Today Ipl matches,latest status of today ipl match between DD vs RR,0
67853,Advantages of trading account,Trading account,0
67857,key features of my life,I want to know key features of My life,1
67861,process to rent unit,Who will pay the land rent to EDC after the possession is given?,0
67867,Any coupon available?,I recharged my mobile using phonepe and I cant find any cashback,0
67868,NEED INVOICE OF MY REPORT,I need invoice,1
67875,How to verify my mail id,how many days it takes to verify,0
67876,Any cashback on uber?,any offers,1
67878,I would like to book a flight ticket,Cheap flight tickets,0
67881,pay entry fee on contests,Entry fees is refunded,0
67885,key features of my life,Tell me the key features of My Life,1
67890,close account,i want to close account,1
67891,did not get my withdrawal money,bank account details for withdrawing money,0
67898,Give me your pic,Can u send ur picture,1
67900,no help desk at the boarding gates,Where is your help desk at delhi airport,0
67903,holdings in DP,dp,0
67904,show motivational quotes,"Hey, can you give me some motivation? .",1
67906,modification medicine reminder,reminder for medicine,0
67907,status of train,I want to check PNR status of my train ticket. Can you help me?,0
67911,another one,Tell me another one,1
67912,I want to pay the landline bill,Landline Bill payment,1
67919,Tell me about discount deal on cab,Are there any cashback offers,0
67934,Give me theatre near me,nearby theatre,1
67935,set reminder birthday,schedule a reminder exercise,0
67939,Tell me about the company?,What is the overall Customer Feedback/review about the company ?,0
67940,reminder for jog,set a reminder jog,1
67948,steps to link,Why do I need to link Aadhaar?,0
67958,didnt get cashback,did not get my,1
67963,demat account number,demat account,0
67967,Landline bill payment is available?,Bill payments,0
67973,May I please know the Premium for Total Secure,Help me with the Premium for Total Secure,1
67982,show another,one more,0
67988,View latest channels & shows,Movies & Channels,0
67989,who is your CEO,What is the name of your CEO,1
67990,I want to book round trip,to buy Flight Tickets,0
67992,features of GCAP,Assist me with the Key Features of GCAP,1
67993,any cashback,any offers on bus tickets,0
67995,what documents required for new connection,Documents Required,0
67996,I want to book a cab,I want to book cab for later,0
67997,havent got refund,When will I get my refund,1
68015,call centre number,contact centre number,0
68025,Are there any Charges for Opening a Demat Account? When is it charged?,Are there any charges if I don't trade?,0
68037,how to pay,What is the registration amount to be paid to book a tour?,0
68048,Share your name please,What is your name?,1
68053,make a reminder exercise,make a reminder medicine,0
68058,Please don't,Can't find ID,0
68063,"Hey, can you show me some money saving tips. .",Subscribe to Money Saving Tips,0
68065,flight,I want to book a flight,0
68069,I need your help,Plz give your phone number,0
68071,ultimate body be formed after possession,charges of Ultimate Body formation,0
68073,what is my position on the cricket leaderboard,Check yesterday's cricket leaderboard,0
68075,Can u send ur picture,Can you send me your pic,1
68076,Book a flight,I want to book flight tickets for Diwali,0
68077,what are offers on flight booking,"Hey, what are some deals on food delivery?  .",0
68079,Recharge,How can I recharge my Jio,0
68081,I didnt receive messages.,Havent received cash back,0
68086,Any cashback on ola?,ola offers,1
68087,contract notes report,how to i get digital contract note,0
68092,Can you schedule a reminder for jog,reminder for exercise,1
68095,I want to know about price for another test,I want to know about another test,0
68097,I need to cancel a reminder,reminder cancel,1
68102,want trains from,show me trains,1
68103,Please advise on the stocks to buy,Stocks to sell,0
68108,I did not recieve any message,I haven't got my reports,0
68109,Need help with investment plan,Need help to understand the Term plan,0
68110,gift card,amazon gift card,1
68111,i dont want to withdraw,How to withdraw winnings,0
68112,Cash back not received Amazon pay,Cash back not received Amazon pay,1
68113,No One time password received yet,no OTP yet,1
68114,i want to create account,Can I update an offer made to a borrower?,0
68123,find Flight Tickets,Send me flight timings from Mumbai to Delhi,0
68129,May I know the charges,May I know the prize,0
68137,all show mtv beats,mtv beats,1
68138,Want to know Survival Benefits of saral nivesh plan,Can you share the Survival benefits?,0
68143,Still it is not getting connected,didnt get One time password,0
68145,Give me information about Survival Benefits,Give me information about Health plans,0
68146,I would like to change my to- do reminder,"Hey, can you set a reminder for me to wish anniversary?  .",0
68149,I found a cheaper fare somewhere else,found cheaper on yatra,0
68151,colors gujarati,current shows colors gujarati,1
68159,Any offer?,Is there is any coupon,1
68164,make me remember drink water,make me remember jog,0
68165,looking for Flight Tickets,I would like to book a flight ticket,0
68168,any cashback on flight tickets,any flight deals,0
68177,show the cricket leader board,cricket leader board,1
68183,I want offers on cab tickets.,I want discounts on cab booking.,1
68185,One more quote,Tell me another quote,1
68187,I am unable to login,unable to pay,0
68191,colors gujarati,upcoming shows colors gujarati,1
68192,Any Coupons available on uber booking.,want to buy uber,0
68195,Need to know features of My life,Need to know the features of Total Secure plan,0
68196,calculate carpet area at possession,"What is the importance of the carpet area? 

How is carpet area different from MOFA?",0
68197,When will I get cadhback,When will I get my refund,0
68201,you look beautiful,Can u find good Hotels,0
68205,Where is my cash back,did not get cash back,0
68206,OTP not received,no One time password yet,1
68223,Do u have any promocode,Any cashback on train tickets,0
68230,When will Get my sign up refund fee?,when will i get my cashback,0
68238,i need to book the test,need to book an pickup,0
68241,Flight timings and days,Send me flight timings from Mumbai to Delhi,0
68242,Which team will win the match today,today's match,0
68246,How can find the Lab ID And Password,No this is my lab id,0
68254,Unable to receive pin,Didn't receive a pin,0
68255,why do i need a captain,why do i need a PAN card,0
68256,want to purchase Flight Tickets,I want to get a flight booked,0
68264,withdraw my winning amount,winning amount,1
68268,i want offer on flight booking.,tell me about discount deal on flight booking,0
68269,I need report on email,Hi I am looking for a report for a test .,0
68275,request new channels,Request for new shows in regional language,0
68282,modification medicine reminder,reminder medicine,0
68284,what is the procedure to change the address,modify address,1
68288,room change,I want to change the room,1
68298,create account,i want to create account,1
68299,Can you check flight ticket availabilty,recommend me Flight Tickets,0
68300,Subscribe to motivation quotes,Motivation quotes,0
68302,Cause of mouth sores,Home remedy for mouth sores,0
68308,How long will it take to transfer?,how many hours it takes to verify,0
68328,Convenience charges,How much is convenience fee,0
68332,Can you send me your picture,give me a your pic,1
68335,I dont know the flight number,i don't know my lab ID,0
68336,transfer to bank a/c,How to transfer shares,0
68337,auto connect plan,auto connect iphone,0
68338,Unhappy about the resolution,inform me about resolution,0
68344,Can you give your mobile number,I want your mobile number,1
68348,recommend Flight Tickets,want to buy Flight Tickets,0
68356,I want flight rate,I want to know the flight prices to Delhi,0
68357,Unable to book uber,like to purchase uber,1
68358,Do you provide warranty on the LPG storage system?,Is there any license required for LPG storage system?,0
68362,New connection through website,new connection,0
68365,I want discounts on ola booking.,Ola booking,0
68374,Give me the information about Survival Benefits for Saral Nivesh,What will be the Survival Benefits of saral nivesh,1
68375,I got some app complaint,I have an app complaint,1
68378,I want to know about linking aadhaar card with my pan card.,Why do I need to link Aadhaar?,0
68384,Very time consuming,Booking was time consuming,1
68386,reminder to call modification,remind me to do yoga,0
68387,No One time password received yet,One time password did not come,0
68406,customize corporate tours,corporate tour includes,0
68411,my order,is my order successful,0
68412,connect me to live agent,"Yes, connect me to an agent",0
68413,Send me flight timings from Mumbai to Bangalore,flights to Dubai,0
68423,show your photo,Give me your number,0
68432,I want to set alert for Train booking opening.,stop alert train live status,0
68436,Do i need visa,Visa,0
68443,Link to download this app on windows,download this app,0
68450,What airlines do you use in a group tour?,airlines used for group tours,1
68459,I want flight rate,tell me the flight fare,0
68460,Key features of Total Secure,Help me with the Total Secure plan,0
68461,Will get back to you,And back to kochi on night 03 dec,0
68465,want to buy Flight Tickets,looking for Flight Tickets,0
68469,Where can cash back be used,Cash back not receive,0
68472,GCAP Premium,how much is the premium for GCAP,1
68476,set cheapest fare alert,set cheapest flight alert,1
68479,What services you provide,Plumbing services required,0
68485,I have board the cab but dont know the fare,How will I know the fare price?,0
68494,Cash back not come,My cash back is not credited,0
68496,What is Survival benefits?,What will be the Survival Benefits of GCAP,0
68500,reminder for walk,prepare a reminder walk,1
68504,I want to delete all old message,I would like to cancel Joke of the day subscription,0
68514,No OTP received yet,received the One time password,1
68517,I want to register for sale,Register for Sale,1
68520,What about my cashback,What about Amazon pay offer refund,0
68522,Which team will win the match today,Who won the IPL match yesterday,0
68524,Ola cab,ola,0
68529,"Hi, I want to check the PNR status of a train .",I want to check flights,0
68532,What should I do in case of leak or LPG smell in the Kitchen,In case of leak or LPG smell in the Kitchen,1
68534,reminder exercise,cancel my exercise reminder,0
68540,I am a indian resident,non resident indian,0
68547,I can't find my order ID.,Where is my order?,0
68548,Getting error while getting connected,Getting Error Message while login,0
68550,Can you book,want to book ola,0
68554,wi-fi hotspots,free wifi hotspot,1
68567,send your picture,Send your Number...,0
68568,I want to do complete diagnosis,It was supposed to be completed yesterday,0
68573,when did you start charging convenience fee,How much is convenience fee,0
68574,But haptik dont charge convenience fees,Can you please update me with the amount of convenience fees,0
68578,Set up motivational quote,Send me a daily motivational quote,0
68580,Set an alarm for me to call someone,"Hey, can you remind me to call someone?   . .",1
68584,I want to book the seats,Can you book those seats for me,1
68585,I have a german number.. how can I get otp?,not getting otp,0
68587,corporate tour includes,corporate tour group size,0
68593,Send me flight timings from Mumbai to Bangalore,looking for Flight Tickets,0
68596,got the OTP,did not get OTP,1
68597,Do you support Bot  integration,I want to know more about Haptik's Support Bot.,0
68599,I dont want anymore flight updates please,Not needed,0
68606,I would like to take my money back,Cash back not received Amazon pay,0
68610,please continue with web check in,continue web check-in pnr,1
68616,Send me your picture,Your pic pls,1
68617,is this service free,Is these services are for free or for money?,1
68618,Can give me details about my haptik cash back,Let me know if there are any cash back offers,0
68632,i want to know my blood group also,Blood group,1
68641,show me flights from mumbai to pune,provide me Flight Tickets,0
68645,"Hey, can you remind me to walk?   .","Hey, can you remind me to take my medicines?  .",0
68649,Your Prices too high,Price is very high,1
68650,"No, they don't match!",It doesn't match!,1
68654,Convenience Fee,Flight Convenience Fee,0
68660,add my son to the agreement,I am not in agreement with the clause  in the agreement and would like to revise it.,0
68661,I want to book bus tickets for Christmas,Hi! I want to book a bus ticket.   .,1
68669,Can I get the fare rates of flights from Amritsar to Hyderabad for Dec 3,I want to know the flight prices to Delhi,0
68677,I would like to book a flight ticket,Help me flight booking,0
68684,pay registration amount,Is the registration amount paid to book a tour refundable?,0
68688,How to change the name printed on my MSEDCL bill?,How to change the name printed on my property tax bill?,0
68692,i need a painter,painter required urgently,1
68698,OTP is not working please resend,pin is not working please resend,1
68700,train arrive at station,remind when train arrive at,0
68722,I want to know the key features of Total Secure,Give me information of Total secure,1
68723,I want a loan,i want loan for business,1
68724,Planning to go for trip to goa,I want to go to penang from ahmedabad,0
68727,tell me about discount deal on flight ticket,Give me best offers on flights,0
68728,Do u have any offer for flight,i want offer on flight tickets,0
68730,What are the important features of Total Secure,Help me with the Premium for Total Secure,0
68739,Nearest Medical Store,Medical Store,1
68740,Where is my cricket prize?,cricket prizes,0
68742,I lost the token number,check for token number,0
68745,I have to change the bank from,What is the procedure to change the bank account,1
68747,remiand me about birthday,remiand me about,0
68749,remove alert pnr status for train,Check flight pnr status,0
68750,Ipl matches today,latest status of today ipl match between DD vs RR,0
68751,I am unable to login,I am unable to get connected,0
68754,cash back,72 hours have been passed but I have not get my 100 rupees cash back,0
68761,I want to know about Home loan,I want to know about Rera,0
68773,remove alert live status of train,live status train,1
68778,Problem in making payment,Where to make payment for trains,0
68782,How can I update nominee for NSDL account ?,Update Nominee details for CDSL Demat,0
68785,i want discount on flight tickets,i want offer on flight booking.,1
68787,Where credit cash back amount,I want to get back my amount,0
68793,supply LPG industries,benefits of industrial lpg,0
68798,i need to get my house painted,paint my home,1
68800,I want to check the PNR status of a train,Check flight pnr status,0
68811,Still not get cashbook,Still not refund,0
68816,works,Not working,0
68820,available train tickets from vizag to Mumbai,Book a flight from Mumbai to Delhi,0
68828,Do u book movies too,Book movie ticket,1
68830,I need a call to remind me to drink water,Thanks to remind me,0
68843,Why do I have to pay Stamp Duty?,What is Stamp Duty and who is liable to pay the Stamp Duty?,0
68848,raise a complaint,"Hey, I want to raise a complaint .",1
68852,Received my OTP,did not receive SMS,1
68854,Custom Reminder Modification,modification reminder,1
68866,I want flight rate,Send me flight timings from Mumbai to Delhi,0
68867,check for trains from mumbai to delhi,Kolkata to Bangkok fair,0
68868,show gk ranking,Show my latest rank in gk,1
68887,from my location,My location,0
68892,Explain me the key features of My Life,what are the key features,0
68895,schedule a reminder anniversary,prepare a reminder anniversary,1
68899,what is the difference between My Life and Total Secure Plus,Total Secure,0
68902,Not received the withdrawn money,how can I withdraw money,0
68911,Book me a night ticket to Delhi tomorrow,Tell me exact fare from Mumbai to mangalore,0
68912,Blood test results of,Need to have a blood test at home,0
68914,any offer on flight booking,Some awesome cashback offers on flights.,0
68918,show the bollywood leader,bollywood Leader,1
68930,Can I pay using Haptic Wallet,pay using haptik wallet,0
68932,I want news in Hindi language also,What can I do for Hindi language,0
68940,total secure plus benefits,eligibility criteria for total secure plus,0
68944,Key features of Total Secure,What are the important features of Total Secure,1
68947,Seeking internship,Point of contact for seeking internship,1
68949,who will win,Who are you,0
68955,I want to delete all old message,cancel all subscription,0
68958,And back to kochi on night 03 dec,Book me a night ticket to Delhi tomorrow,0
68962,Assist me with Survival Benefits of GCAP,Give me information about Survival Benefits,0
68964,like to purchase Flight Tickets,find Flight Tickets,0
68965,i want to apply for vle,process to apply,0
68967,any cashback,any offers on buses,0
68977,scan of registered agreement,What is applicable in terms of MOFA registered agreement project under RERA ?,0
68980,Send me flight timings from Mumbai to Bangalore,Plz list out flights options,0
68981,suggest me Flight Tickets,Send me flight timings from Mumbai to Delhi,0
68987,I've already given the correct ID,That order ID is correct,0
68997,didnt get cashback,But how can you charge me... I didn't get my cab,0
69002,"Hi, I want to book a flight ticket using the cashback offer . .",how to use cashback,0
69007,Any cashback on recharges,Have you any offer,1
69010,I didn't get wining amount in my bank account,How will I get my wining price,0
69013,any coupon available on flights,Is this the final price I have to pay No offers available,0
69031,Any new reality shows,any new HD Channels coming up,0
69032,What is the weight of empty and filled cylinder,What is the quantity of LPG filled in the cylinders?,0
69047,contact customer care,I want to contact customer care,1
69051,Eligibility,eligibility to invest,0
69052,I need flight,Send me flight timings from Mumbai to Bangalore,0
69056,not receiving pin to connect,I havent receive any pin,0
69063,When the bollywood results will going to come,When the results will going to come,0
69068,I need your help,I want ur number,0
69071,Send me flight timings from Mumbai to Delhi,Flight timings and days,0
69074,I want to book flight tickets Can you help me,I need to book tickets,0
69083,cost of premium wifi,what are payment options for premium wifi,0
69086,I would like to cancel my Daily Horoscope updates,I want to cancel horoscope subscription,0
69093,Can you send me the customer care number,Our Customer care number,1
69096,survival benefit of saral nivesh,Can you share the Survival benefits?,0
69100,did not get my,I did not get cashback,1
69103,Are there any approved Contractors for ALDS installations?,Are there any approved contractors,1
69104,i want to book ticket in a train.,want to book a flight,0
69105,Can I see your photo?,I wnt to see ur pic,1
69115,"Hey, can you set a reminder for me to exercise? .",remind me to do exercise,1
69116,not credited in my account,How much time it takes to credit in my account?,0
69117,book ticket from mumbai to pune,i want ticket from mumbai to pune,1
69119,"Hey, I am looking for nearby cafe.  .","I am felling sick, can you look for nearby by doctors?",0
69120,Do you have Tour manager openings,Is tour manager available?,0
69121,Check Bollywood Score & Rank,show previous day bollywood leaderboard,0
69122,like to purchase Flight Tickets,looking to Flight Tickets,0
69139,I want to check my widal test report,i want to check in,0
69150,call to remind drink water,remind me my drink water,1
69152,When will available provider,When will it be available,1
69154,show me another quote,Show more,0
69157,Is there any online option to link bank to trading account?,Is it necessary to link Bank account with Trading account?,0
69161,show me flights without any stop,I want flight status,0
69165,Give me best offers on flights,Can u find good Hotels,0
69166,What time will duronto Ahmedabad to mumbai  come today,i want ticket from mumbai to pune,0
69168,player not available,player not available for selection,1
69181,set reminder walk,schedule a reminder medicine,0
69183,How to maintain the quality of cylinders?,Is it possible to maintain the LPG manifold underground or on the roof top of the building,0
69188,the scorpion,Horoscope for scorpion,0
69192,no i dont,no i can not access,1
69205,didnt get,I havent get cashback,1
69206,I have not got any kind of Cashback,I did not get cashback,0
69207,Mauritius Family Destinations,I'm interested in Supreme Mauritius Family Package for 6 Days,0
69209,any offer on mobikwik,any offers currently available on flight tickets,0
69224,I want to change my company name.,What is the Company Name?,0
69225,Schedule a reminder for horoscope,schedule a reminder,0
69231,What is Survival benefits?,Want to know Survival Benefits of GCAP,0
69233,I did not get my,Not get my Cashback,1
69235,Documents are not being uploaded,OTP is not being accepted,0
69238,want reminder for exercise,make a reminder exercise,1
69240,Tell answer of the questions,tell me the answers,1
69241,Show me the current team standings.,show me current score,0
69243,domestic flights booking,to buy Flight Tickets,0
69247,I wanna know about Survival Benefits,Help me with Survival Benefits of My life,0
69249,Cancel wake up,wake up,0
69251,get a pin,Didn't get my pin,1
69255,Flight timings and days,Send me flight timings from Mumbai to Bangalore,0
69264,do i need to pay tax on winnings,Need to Speak someone,0
69270,Got my OTP,not getting One time password,1
69272,documents required after getting new connections,new connection,0
69274,check a flight on 23 october,Can you check flight ticket availabilty,0
69286,give me a joke,I want jokes everyday,0
69295,Can you give your mobile number,Give me your phone number,1
69298,Any offer on bill payment,Electricity bill offer,1
69300,modification Exercise Reminder,cancel my exercise reminder,0
69305,set cheapest fare alert,Flights day to day fares alerts,0
69309,Where to log out,where to apply the lounge code,0
69310,i am not getting the login page,did not get One time password,0
69312,find me plumber nearby,looking for a plumber,1
69313,Will I be help with the manifold setup,I already have manifold setup? Does your cylinders fit into this installations ?,0
69315,want to buy Flight Tickets,need to book an pickup,0
69316,Price of flight tickets to Switzerland,like to purchase Flight Tickets,0
69317,Still it is not getting connected,did not get OTP,0
69323,Do I have to pay if I wish to close the account?,Can I close my account without transferring my shares?,0
69325,Cash back not come,Cash back when I will get,0
69327,Boy or girl,Kon ho tum boy or a girl,1
69328,Still can't find ID,I still can't find it,1
69329,My star sign is,My sign is,0
69332,I want to use citibank offer,When will I get the citibank cashback?,0
69334,I want offers on uber booking.,I want offers on uber tickets.,1
69337,provide credit score,credit score is bad,0
69353,Search for 7pm,i want 12B 12C,0
69366,pin not working,Not working,0
69368,Circuit resorts,Circuit,0
69375,Want to book painter appoinmtment,painter booking,1
69377,I didnt receive any cash back,I did not receive mail yet,0
69381,set reminder medicine,make a reminder medicine,1
69398,How many days will it take ?,How many days old invoices are available online,0
69399,password is not working please resend,password not received,0
69406,post grievance against railways,post a grievance,0
69407,I need a call to remind me to drink water,remind me to walk,0
69411,Hi Please help me with flight bookings .,Hi can you help me to travel to kochi this friday .,0
69413,"I checked, the order ID given is correct",Can't find order ID.,0
69415,"Hey, can you set a reminder for me to call someone?  .",Can you remind me to call someone,1
69416,when will gk prizes be announced?,gk prizes,0
69425,I want to book flight tickets for Christmas,looking Flight Tickets,0
69430,I need to book a flight,wana book a flight,0
69433,car park plan in agreement,Dimension of tandem car park,0
69435,failed to login,Everytime I try it fails to connect,0
69436,72 hrs are over,but it already 72 hrs over,1
69441,am I eligible for any bollywood prize today,How will I get to know about bollywood prize?,0
69443,travel from mumbai to delhi,want tickets from mumbai to pune,0
69446,Still not getting connected.,still didn't work,0
69452,I want to know about the flight offers,I want to know about UDF refund,0
69463,Send me daily motivation,"Hey, can you give me daily horoscope updates? .",0
69468,how to see login page,Unable to see any One time password,0
69470,Cash back not received Amazon pay,The case back not received till now,0
69471,who will win today,Who won yesterday's match,1
69474,Didnt receive One time password,received the One time password,1
69475,What difference your LPG has?,from where you import your LPG,0
69480,Check flight status,Flight check in,0
69481,can i use an old otp,i have an old One time password,1
69482,Uber please,want to book uber,0
69506,which team do you like?,which team is leading,0
69509,Please provide seat number,seat number,1
69511,What is Survival benefits?,Help me with Survival Benefits of My life,0
69514,Give me your pic,Give me your no.,0
69516,how to add money,is it safe to add a card,0
69517,set a wake-up call.,set a wake up alarm,1
69520,modify address,Procedure to change address,1
69522,Outstation cab,I want outstation cab,1
69525,How much tickets fare,Can I pay tickets price with tez,0
69535,"In case of LPG leakage during nights/holidays, where do we contact?",What are the chances of LPG leakage in the manifold Installation?,0
69549,Uber please,want to buy uber,0
69555,One time password is not working please resend,No sms code received,0
69561,show cheapest,want cheap food for home delivery,0
69562,What is Survival benefits?,Assist me with Survival Benefits of GCAP,0
69565,No ticket has been emailed,CAN I BOOK TICKET BUT NOT IN FLIGHT BUT TRAIN,0
69575,I gave the right ID,My order ID was right,1
69576,How to download your app,Is your app on playstore?,0
69581,I want flight rate,give me flight fare alerts,1
69582,all available resorts,is the resort available?,0
69583,Cash back not recieved,cash back not received,0
69584,Already Contacted PayPal,PayPal,0
69586,I want to know status of my flight,Pls send flight status,1
69588,I wanna look for flights,I want flight rate,0
69594,How is your infrastructure?,How much is your new connection price ?,0
69595,Tell me exact fare from Mumbai to mangalore,Book me a night ticket to Delhi tomorrow,0
69606,Can you call me,What should I call you?,0
69610,any deal,Any Offers on Movies,0
69612,got OTP,did not get OTP,1
69615,Any offer,Any offers currently available on train tickets,0
69624,my pin is not working,pin on chat,0
69625,Can we trust on your company?,Does your company have insurances for any accidents at Customer's places ?,0
69626,Stop all reminders,i would like to see all my reminders,0
69629,not able to login,how to login with lounge wifi,0
69634,Remind me,cancel my reminder,0
69646,Any other option,Other options??,1
69652,I want to get back my amount,Cash back not received Amazon pay,0
69655,What about manifold guidelines,what about Klift,0
69659,Give me your one pic,give me ur number,0
69663,i want to book rail ticket,Need to book a train,1
69667,"Hey, can you show me some money saving tips. .",Send me a saving tip daily,0
69676,i want to go to bengluru,to go out picture,0
69686,offers,Are there any cashback offers,0
69690,show more,Give me more results,1
69691,Worst send be better,suggest a good one,0
69696,christine valmy skin whitening clean,christine valmy skin whitening facial,1
69697,I have no signal on my mobile,I dont have signal,0
69705,Customer Care number,Plz send customer care number,1
69706,I want to book flight tickets for Diwali,I want to book flight tickets for Guru Nank Jayanti,0
69710,pin not working,Didnt work,0
69714,I want to book flight tickets for Christmas,Please help me with booking flight tickets,0
69716,Get Daily Joke Updates,I would like to cancel my daily joke subscription,0
69728,unable to contact relationship manager,unable to login,0
69735,Air Tickets included all time,What all is included in a Group Tour?,0
69737,Visa,Visa required,0
69739,Trading account,I only need a trading account,0
69746,tell me about discount on dth,dth offers,1
69748,booking train tickets,Book train,1
69750,I want home loan,Interest rate of home loan,0
69751,Not yet refunded,Please refund me,0
69756,Already it is booked for home collection,Will the samples be collected at home?,0
69758,What is the composition of your LPG which is supplied to domestic customers,Do you only supply Domestic customers?,0
69764,when did you start charging convenience fee,I am getting same without convenience charge,0
69771,ID is right,This order ID is right,1
69778,72 hours still not got cashback,Still not get cashbook,0
69784,Can you Give me pin number now,Why am I not receiving a pin number,0
69787,please help me with my booking details,"Hey there, Can you help with booking flight tickets? . .",0
69792,That was the correct order ID,That's the right order ID,0
69796,corporate tour inclusions,corporate tour group size,0
69807,i am not able to use Rupay card,I am not able to login,0
69820,Send your pic,I want ur no.,0
69825,Which team will win the match today,Score of today match,0
69827,Are there any fees in opening an account?,What happens if I don't trade at all? Would you still charge any fees etc?,0
69832,Is insurance of the project compulsory?,Insurance Project,1
69833,I need to book tickets,I want to book bus tickets for Christmas,0
69839,remove reminders,I need to cancel a reminder,1
69844,48 hrs have passed,but it already 24 hrs over,0
69847,how can i talk to customer support,Want to talk to human,0
69853,Any cash back offers for paying electricity bills,Electric bill,0
69856,Schedule a reminder for horoscope,set reminder medicine,0
69871,pin didnt came,password did not come,1
69876,track request,track request status,1
69877,Do you supply LPG for industrial corporate customers?,LPG for Industries,0
69884,looking Flight Tickets,Cheap flight tickets,0
69885,amazon pay balance,what is my Phone Pay balance?,0
69886,Where credit cash back amount,cash back nahi aaya,0
69890,Do u have any offer for flight,any discount for dinner?,0
69893,Is there another way to receive the pin,received pin,0
69903,Can u send ur picture,give me a your pic,1
69909,Key features please,key features of mylife,0
69910,looking Flight Tickets,give me flight fare alerts,0
69912,What are the important features of Total Secure,Total Secure plus,0
69917,looking for nearest cafe,find me some cafe nearby,1
69918,suggest me close by bus stop,suggest me close by pharmacy,0
69925,Can you check about the refund,I want to know about check in luggage,0
69927,reports for contract notes,password for digital contract note,0
69929,Modify this to- do reminder,I would like to change my to- do reminder,1
69933,Only cars,I want car urgently,0
69935,auto connect plan,How to connect to the internet using auto connect,0
69938,Please send your pic,can u give me ur number,0
69941,how many days it will take,How many multiple bank accounts can be added,0
69942,Why am I getting error messages,Everytime I try to login I get an error message.,0
69946,I want to cover Terrace area of my unit.,What documentation is required to cover defect liability period?,0
69948,get 50rs return,Please return my Rs 50,1
69949,Meaning of,its meaning in hindi,0
69950,want train tickets from mumbai to pune,want mumbai to bangalore flights,0
69955,What are the processing fees,Processing Fee,1
69958,how to uninstall the app,HOW TO SIGNUP,0
69961,want reminder for birthday,to view my reminders,0
69962,That was a valid order ID,My order ID was right,0
69969,what is the expiry of cashback,Above offer is valid on Airtel to ?,0
69973,Bsnl broadband bill payment,Broadband bill,1
